area;location;price;rooms;square_price;source;title
83;Opština Novi Beograd , Blok 65 , Omladinskih brigada;390000;3.0;4699;halooglasi;West 65, lux sređen, uknjižen, ID 20487
155;Opština Vračar , Centar , Bulevar Kralja Aleksandra;499000;4.0;3219;halooglasi;Vračar-Crkva Svetog Marka-155m2-Uknjižen ID#2594
91;Opština Savski venac , Dedinje , Miloja Đaka;330000;4.0;3626;halooglasi;Dedinje - Beli Dvor-4.0-Garaža-Uknjižen ID#2548
41;Opština Zemun , Donji grad , Prvomajska;104000;1.0;2537;halooglasi;Zemun-Prvomajska-41m2-Uknjižen ID#2620
38;Opština Novi Beograd , Blok 65 , Omladinskih brigada;180000;1.0;4737;halooglasi;West Tower, lux nekretnina, ID 16068
70;Opština Zemun , Gornji grad , Ugrinovačka;195000;3.0;2786;halooglasi;Odlican odmah useljiv 3soban stan, 70kvm, Zemun.
49;Opština Rakovica , Kneževac , Slavka Rodića;79500;2.0;1645;halooglasi;Nov stan, Beograd, Kneževac,Slavka Rodića
43;Opština Voždovac , Lekino brdo , Pašmanska;151500;2.0;3523;halooglasi;Lekino brdo - Pašmanska 2.0 potpuno opremljen stan
83;Opština Zemun , Kalvarija , Prvomajska 59;238600;3.0;2875;halooglasi;Luksuzna novogradnja u Zemunu,Prvomajska 59
74;Opština Voždovac , Bioskop Voždovac , Admirala Vukovića;208000;3.0;2811;halooglasi;TOP Ponuda, LUX, trosoban, 74m2, Admirala Vukovica
66;Opština Zemun , Prvomajska , Dragana Rakića;132900;2.0;2014;halooglasi;Prvomajska, Dragana Rakića
131;Opština Stari grad , Dorćol , Cara Dušana;449000;5.0;3427;halooglasi;5.0, RETKO U PONUDI, Centar, Dorćol, 147m2 (131m2)
47;Opština Zemun , Altina , Taška Načića;87000;1.5;1851;halooglasi;Zemun,Altina,nov,uknjizen 47 m2
80;Opština Stari grad , Dorćol , Visokog Stevana;290000;4.0;3625;halooglasi;Odlican 4.0 stan,bez ulaganja
35;Opština Zvezdara , Vojvode Vlahovića , Vojvode Vlahovića;80000;2.0;2286;halooglasi;"2.0 Zvezdara, ""Vojvode Vlahovića"" - kod Sunca"
44;Opština Grocka , Boleč , 8. marta;70400;1.5;1600;halooglasi;Prodaja stanova u Bolecu (od 40 do 56 m2)!
54;Opština Novi Beograd , Bežanijska kosa 1 , Danila Lekića Španca;165000;1.5;3056;halooglasi;Bežanijska kosa I, jednoiposoban stan
88;Opština Stari grad , Dorćol , Gundulićev Venac;325000;3.0;3693;halooglasi;Trosoban stan na prodaju, Gundulićev Venac
87;Opština Voždovac , Kumodraška;243600;3.0;2800;halooglasi;Extra Lux stan na Voždovcu-bez provizije
86;Opština Voždovac , Vojvode Stepe;250500;4.0;2913;halooglasi;Extra lux stan u Vojvode Stepe-bez provizije
69;Opština Palilula , 27. marta , 27. marta;248500;3.0;3601;halooglasi;Top ponuda, EXTRA LUX, 69m2, 27.Marta, Palilula
53;Opština Zvezdara , Đeram pijaca , Preševska;149990;2.0;2830;halooglasi;Lux novogradnja, Preševska, 53 m2
30;Opština Zemun , Altina , Samaranova;51000;1.5;1700;halooglasi;Altina Novogradnja
46;Opština Zvezdara , Bulevar kralja Aleksandra , Vojvode Dovezenskog;135000;2.0;2935;halooglasi;Bulevar kralja Aleksandra, dvosoban stan
64;Opština Novi Beograd , Blok 62 , Jurija Gagarina;149900;2.5;2342;halooglasi;Blok 62 | 2.5 | 64+L
44;Opština Zvezdara , Lipov lad , Ulcinjska;154000;1.5;3500;halooglasi;Lipov lad, lux, novogradnja, ID 22338
124;Opština Novi Beograd , Blok 65 , Omladinskih brigada;648500;4.0;5230;halooglasi;West 65, luksuzan stan, izuzetan, ID 21471
39;Opština Palilula , Bulevar despota Stefana , Jovana Avakumovića;125000;1.0;3205;halooglasi;Jovana Avakumovića, kod MUP-a 39m2, jednosoban
87;Opština Voždovac , Lekino brdo , Kruševačka;250000;3.0;2874;halooglasi;Nov stan, dogovor lux, miran garaža, sve uknjiženo
50;Opština Palilula , Profesorska kolonija , Zdravka Čelara;138500;2.0;2770;halooglasi;Zdravka Čelara kod Ljube Stojanovica
48;Opština Novi Beograd , Blok 67a (A blok) , Jurija Gagarina;249500;2.0;5198;halooglasi;Lux namestan stan u ABloku
51;Opština Voždovac , Lekino brdo , Varvarinska;135000;2.0;2647;halooglasi;Fenomenalan Stan Lekino Brdo  51m2 2.0 Parking
64;Opština Zvezdara , Vukov Spomenik , Zahumska;210000;3.5;3281;halooglasi;Zvezdara, Vukov spomenik - Zahumska
106;Opština Vračar , Slavija , Makenzijeva;285000;3.0;2689;halooglasi;Renoviran dupleks  na Vračaru sa pogledom na Hram
82;Opština Voždovac , FON - Bilećka , Bilećka;328000;3.0;4000;halooglasi;Komforan trosoban stan, Voždove kapije, 82m2
17;Opština Vračar , Čubura , Cerska;61000;1.0;3588;halooglasi;Cerska - garsonjera 32 m2
58;Opština Zemun , Zemunske kapije , Šumadijska;149500;2.0;2578;halooglasi;Zemun 58 m2 lux
46;Opština Zvezdara , Mirijevo , Aleksandra Belića;119900;2.5;2607;halooglasi;Mirijevo, A. Belića, stvarno 76 m2(uknjiženo 46m2)
63;Opština Zemun , Retenzija , Aleksandra Dubčeka;174000;2.0;2762;halooglasi;Retenzija, retko u ponudi
73;Opština Čukarica , Banovo brdo , Toše Jovanovića;149000;2.5;2041;halooglasi;Čukarica | Toše Jovanovića | 73m2
86;Opština Voždovac , Naselje Stepa Stepanović , 2. srpske armije;235000;2.5;2733;halooglasi;Stepa Stepanović, 2. srpske armije, 86m2, 2.5 ID#2
103;Opština Vračar , Hram svetog Save , Nebojšina;412000;3.0;4000;halooglasi;Nebojšina-Novogradnja-Lux-103m2
55;Opština Vračar , Crveni krst , Sazonova;180774;2.0;3300;halooglasi;Lux, Crveni krst, 55m2 - Bez Provizije
75;Opština Čukarica , Banovo brdo , Steve Todorovića;217500;3.5;2900;halooglasi;Izuzetna lokacija, Banovo brdo, 3.5 stan
94;Opština Zemun , Zemunske kapije , Skopljanska;219000;4.0;2330;halooglasi;Zemunske kapije 4.0 stan sa 330m2 dvorišta, bašte
90;Opština Voždovac , Autokomanda , Bože Jankovića;179000;4.0;1989;halooglasi;Bože Jankovića, Autokomanda, Voždovac
92;Opština Novi Beograd , Bežanijska kosa 2 , Peđe Milosavljevića;259000;3.5;2815;halooglasi;Bežanijska kosa 2, vojni, 92m2, 3,5
71;Opština Zemun , Pregrevica , Pregrevica;220000;3.5;3099;halooglasi;Troiposoban 71m2, Pregrevica
38;Opština Zvezdara , Olimp , Vojvode Blažete;105000;2.5;2800;halooglasi;Prodajem lux stan Zvezdara,Vojvode Blažete 32,38m2
52;Opština Zvezdara , Mirijevo , Vitezova Karađorđeve zvezde;108500;2.0;2087;halooglasi;Useljiv,Lux, novogradnja, uknjizen stan u Mirijevu
68;Opština Zvezdara , Mirijevo , Vitezova Karadjordjeve Zvezde, Beograd (Zvezdara);127500;2.5;1894;halooglasi;Useljiv,Lux, Novogradnja, Uknjizen stan u Mirijevu
115;Opština Savski venac , Dedinje , Kronštatska;319000;4.0;2774;halooglasi;Kronštatska, Dedinje, Savski venac
65;Opština Voždovac , Vojvode Vlahovića , Generala Đoke Popovića;89500;2.0;1392;halooglasi;Nov stan Voždovac
81;Opština Vračar , Crveni krst , Metohijska;229000;3.5;2827;halooglasi;Crveni krst, odličan troiposoban stan, Metohijska
94;Opština Palilula , Centar , Kneza Danila;324299;3.0;3450;halooglasi;3.0 komforan stan u ulici Kneza Danila
59;Opština Novi Beograd , Stari Merkator , Bulevar Mihajla Pupina;155000;3.0;2627;halooglasi;Prodajemo odličan trosoban stan kod Retenzije 59m2
73;Opština Palilula , Karaburma , Mirijevski bulevar;189800;3.0;2600;halooglasi;Karaburma, renoviran stan, odmah useljiv
53;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;99400;2.0;1900;halooglasi;Kapetana Miloša Žunjića, Mirijevo 3, Zvezdara
72;Opština Novi Beograd , Blok 28 , Bulevar Milutina Milankovića;214900;3.0;2985;halooglasi;Blok 28, renoviran i opremljen
37;Opština Zvezdara , Učiteljsko naselje , Živka Davidovića;96200;1.5;2600;halooglasi;Živka Davidovića, Učiteljsko naselje, Zvezdara
94;Opština Novi Beograd , Blok 67a (A blok) , Uroša Martinovića;410000;4.0;4362;halooglasi;A Blok, novogradnja, Lux, terasa, 4.0 dve garaze
66;Opština Savski venac , Savski trg - Pristanište , Gavrila Principa;215000;3.0;3258;halooglasi;Gavrila Principa, Savski trg, Savski venac
67;Opština Palilula , Višnjička Banja , Mirka Milojkovića;124000;3.0;1851;halooglasi;Trosoban stan u Novogradnji
73;Opština Zvezdara , Mirijevo , Meše Selimovića;148000;3.5;2027;halooglasi;Odličan 3.5 stan kod Osnovne škole
75;Opština Voždovac , Bioskop Voždovac;232500;3.0;3100;halooglasi;Extra lux stan na Voždovcu-Bez provizije
47;Opština Novi Beograd , Blok 18 (Staro sajmište) , Sajmište;115000;2.0;2447;halooglasi;Hitna prodaja! Novi Beograd - Sajmište, 47m2
155;Opština Voždovac , Kumodraška;340000;4.0;2194;halooglasi;Extra lux stan sa dvorištem-bez provizije
92;Opština Savski venac , Beograd na vodi;405000;3.0;4402;halooglasi;Extra Lux opremljen stan BW ARIA  - bez provizije
47;Opština Zemun , Altina , Ugrinovački put 121;86045;1.5;1850;halooglasi;Novogradnja,uknjižen,lux stan,46,51m2-Nova Altina
66;Opština Zemun , Save Kovačevića , Dragana Rakića;132900;2.0;2014;halooglasi;Zemun-Save Kovačević, 2.0, 55+11, za preporuku!
49;Opština Novi Beograd , Paviljoni , Radoja Dakića;105000;2.0;2143;halooglasi;Paviljoni 49m2, 2.0 adaptibilan u 2.5, miran kraj
35;Opština Voždovac , Saobraćajni fakultet , Ljuba Vučkovića;79000;1.0;2257;halooglasi;Saobraćajni fakultet - Ljuba Vučkovića
38;Opština Zvezdara , Olimp , Vojvode Blazete;105000;2.0;2800;halooglasi;Prodajem lux stan Zvezdara,Vojvode Blažete 32,38m2
46;Opština Zvezdara , Olimp , Vojvode Blažete;129300;3.0;2811;halooglasi;Prodajem lux stan Zvezdara,Vojvode Blažete, 46m2
37;Opština Zvezdara , Olimp , Vojvode Blažete;89600;1.5;2422;halooglasi;Prodajem lux stan Zvezdara,Vojvode Blažete, 37m2
90;Opština Voždovac , Bioskop Voždovac , Bože Jankovića;243000;4.0;2700;halooglasi;Voždovac, Bože Jankovića, 4.0
26;Opština Zvezdara , Denkova bašta , Križanićeva;75400;1.0;2900;halooglasi;Prodajem, lux stan Zvezdara, 26 m2, Krizanićeva 18
35;Opština Zvezdara , Denkova bašta , Križanićeva;101500;2.0;2900;halooglasi;Prodajem lux stan Zvezdara, 35, m2, Krizanićeva 18
56;Opština Zvezdara , Denkova bašta , Križanićeva;162400;3.0;2900;halooglasi;Prodajem, lux stan Zvezdara, 56 m2, Krizanićeva 18
35;Opština Novi Beograd , Blok 65 , Tadije Sondermajera;144990;1.0;4143;halooglasi;Wellport Kula lux 35m2 vlasnik useljiv odmah
190;Opština Stari grad , Dorćol , Cara Uroša;662935;5.0;3500;halooglasi;Dupleks, Beograd, Cara Uroša
84;Opština Voždovac , Banjica , Crnotravska;173000;3.0;2060;halooglasi;3.0  Banjica, Crnotravska, uknjižen
41;Opština Zvezdara , Veliki Mokri Lug , Ristin Potok;80750;1.5;1970;halooglasi;Veliki Mokri Lug, Cvetanova Cuprija, 41kv, blizina
62;Opština Stari grad , Politika , Svetogorska;244000;2.0;3935;halooglasi;Odlična prilika, renoviran stan u centru grada ID#
97;Opština Novi Beograd , Blok 65 , Tadije Sondermajera;349900;3.5;3607;halooglasi;Wellport, nov, luksuzan troiposoban stan
87;Opština Novi Beograd , Blok 63 , Nehruova;189000;3.0;2172;halooglasi;Blok 63, 3.0, prostran, za svaku preporuku
87;Opština Novi Beograd , Blok 70 (kineski tržni centar) , Jurija Gagarina;209000;3.0;2402;halooglasi;Blok 70, Jurija Gagarina, komforan 3.0
45;Opština Zemun , Pregrevica , Kovača Jovana Petrovića;85000;1.5;1889;halooglasi;Kovača Jovana Petrovića, Pregrevica, Zemun
50;Opština Voždovac , Braće Jerković , Skendera Kulenovića;97500;2.0;1950;halooglasi;Odličan dvosoban brzo useljiv
131;Opština Vračar , Južni bulevar , Sime Igumanova;420000;4.0;3206;halooglasi;Prelep penthouse na Vracaru
37;Opština Zemun , Marija Bursać , Marije Bursać;89500;1.0;2419;halooglasi;1.0 kod Prvomajske sa nameštajem
86;Opština Vračar , Južni bulevar , Šumatovačka;395000;4.0;4593;halooglasi;Prodajemo luks četvorosoban stan na Vračaru, 86m2
55;Opština Rakovica , Kneževac;70000;1.5;1273;halooglasi;Odličan 1.5 stan u Rakovici, 35m2+20m2
67;Opština Rakovica , Kanarevo brdo , Kanarevo brdo;109000;2.5;1627;halooglasi;Rakovica - Kanarevo brdo, renoviran
113;Opština Savski venac , Centar , Sarajevska;350000;4.0;3097;halooglasi;Prodajemo četvorosoban stan, Sarajevska, 113m2
91;Opština Novi Beograd , Hotel Jugoslavija , Bulevar Mihajla Pupina;370000;4.0;4066;halooglasi;Četvorosoban stan kod hotela Jugoslavija, 91m2
102;Opština Vračar , Južni bulevar , Južni bulevar;260000;5.0;2549;halooglasi;Ekskluzivan stan na Vračaru Južni bul.
104;Opština Zvezdara , Crveni krst , Trajka Stamenkovića;329000;3.0;3163;halooglasi;Lux penthaus novogradnja 3.0 (4.0) 104 m2 (92m2)
79;Opština Vračar , Južni bulevar , Braće Radovanović;310000;3.0;3924;halooglasi;Trosoban stan u Kapijama Vračara, 79m2
74;Opština Novi Beograd , Blok 3 , Narodnih heroja;209000;2.5;2824;halooglasi;Fontana, dvoiposoban, 74m2 ID#1013
73;Opština Voždovac , Banjica , Bulevar oslobođenja;150000;3.0;2055;halooglasi;Uknjižen stan na Banjica - hitna prodaja ID#3405
76;Opština Stari grad , Takovska , Budimska;239000;3.0;3145;halooglasi;Prodajemo stan u  Budimskoj, Botanička bašta, 76m²
94;Opština Voždovac , Lekino brdo , Trebinjska;256000;3.5;2723;halooglasi;Prodajemo namešten dupleks, 94m2, Trebinjska
300;Opština Palilula , Bogoslovija , Mije Kovačevića;630000;5.0;2100;halooglasi;Petosoban stan kod Bogoslovije, 300 m2, dve etaže
52;Opština Voždovac , Dušanovac , Danijelova;178000;2.0;3423;halooglasi;Luks dvosoban stan na Voždovcu, 52m2, sa garažnim
357;Opština Voždovac , Dušanovac , Danijelova;645000;5.0;1807;halooglasi;Prodajemo izuzetan penthouse na Voždovcu, 357m2
58;Opština Čukarica , Banovo brdo , Paštrovićeva;169900;2.5;2929;halooglasi;Dvoiposoban stan u novoj zgradi kod Hipodroma,58m2
96;Opština Novi Beograd , Blok 70 (kineski tržni centar) , Gandijeva;288000;3.0;3000;halooglasi;Blok 70, Gandijeva, trosoban stan u blizini Save
83;Opština Vračar , Južni bulevar , Mlade Bosne;320000;4.0;3855;halooglasi;Prodajemo stan sa garažnim mestom,83m2, Vračar
286;Opština Savski venac , Dedinje , Neznanog junaka;1349000;5.0;4717;halooglasi;Petosoban stan, Dedinje,286m², dva garažna mesta
58;Opština Novi Beograd , Blok 70 (kineski tržni centar) , Jurija Gagarina;149000;2.0;2569;halooglasi;Prodajemo stan u Jurija Gagarina, Blok 70, 58m²
189;Opština Novi Beograd , Blok 19a , Vladimira Popovića;470000;6.0;2487;halooglasi;Trosoban stan, blok 19A,Vladimira Popovića,189m2
58;Opština Novi Beograd , Blok 65 , Omladinskih brigada;275000;2.0;4741;halooglasi;West 65, useljiv lux dvosoban stan, 58m2
47;Opština Voždovac , Naselje Stepa Stepanović , Vojvode Stepe;134500;2.0;2890;halooglasi;Square 2, Vojvode Stepe, 46,54m, dvosoban
50;Opština Voždovac , Naselje Stepa Stepanović , Vojvode Stepe 391;146176;2.0;2924;halooglasi;Vojvode Stepe 391, Square 2, dvosoban 50,58m
54;Opština Zvezdara , Bulbulder , Mehmeda Sokolovića;159000;2.0;2944;halooglasi;Stan Mehmeda Sokolovića, Bulbulder 54m², Zvezdara
50;Opština Zvezdara , Đeram pijaca , Vojvode Savatija;160000;2.0;3200;halooglasi;Prodajemo renoviran stan, Đeram 50m² , Beograd
147;Opština Čukarica , Banovo brdo , Tuniska;460000;4.0;3129;halooglasi;Banovo brdo , top lokacija , Kosutnjak
76;Opština Novi Beograd , Blok 63 , Jurija Gagarina;172400;3.0;2268;halooglasi;Blok 63 
64;Opština Savski venac , Dedinje , Velisava Vulovića;239000;3.0;3734;halooglasi;3.0 Dedinje, sa parking mestom i dvorištem
108;Opština Novi Beograd , Blok 65 , Tadije Sondermajera;386532;3.0;3600;halooglasi;Novogradnja, Wellport, stan na prodaju
51;Opština Zemun , Donji grad , Vrtlarska;157000;2.0;3078;halooglasi;Na prodaju renoviran stan u Zemunu
64;Opština Zvezdara , Gradska bolnica , Đoka Vojvodića;159900;2.5;2498;halooglasi;Uknjižen, sjajna lokacija, brzo useljiv
80;Opština Voždovac , Lekino brdo , Davida Pajica;225000;4.0;2812;halooglasi;Lekino brdo, lux,  80.25m2, bez provizije
69;Opština Novi Beograd , Blok 37 , Bulevar Arsenija Čarnojevića;145000;2.5;2101;halooglasi;Novi Beograd-Blok 37,dvoiposoban, 69m2
104;Opština Palilula , Botanička bašta , Bulevar despota Stefana;253000;4.0;2433;halooglasi;Kvalitetan stan kod botaničke bašte
59;Opština Palilula , Karaburma , Marijane Gregoran;112000;3.0;1898;halooglasi;3.0 stan na Karaburmi, Marijane Gregoran ID#2144
114;Opština Novi Beograd , Blok 64 , Zemunska;297000;6.0;2605;halooglasi;Dupleks 5.0 stan u bloku 64, Egipatska(Zemunska) I
75;Opština Novi Beograd , Blok 62 , Nehruova;157000;3.0;2093;halooglasi;3.0 stan u bloku 62, Nehruova ID#2527
49;Opština Palilula , Karaburma , Husinskih rudara;95000;2.5;1939;halooglasi;2.5 stan na Karaburmi, Husinskih Rudara ID#2628
55;Opština Voždovac , Vojvode Stepe , Kostolačka;143000;2.0;2604;halooglasi;2.0 stan na Voždovcu, Kostolačka ID#2644
58;Opština Novi Beograd , Fontana , Pariske komune;150000;2.0;2586;halooglasi;2.0 stan kod Fontane, Pariske komune ID#2661
65;Opština Voždovac , Šumice , Ustanička;186615;2.5;2900;halooglasi;Mesto gde vaš novac vredi više
49;Opština Voždovac , Šumice , Ustanička;146790;2.5;3000;halooglasi;Mesto gde vaš novac vredi više
48;Opština Voždovac , Šumice , Ustanička;142200;2.0;3000;halooglasi;Mesto gde vaš novac vredi više
67;Opština Stari grad , Dorćol , Budimska;283700;3.0;4290;halooglasi;Dorćol lux cena sa pdv-om
128;Opština Stari grad , Centar , Džordža Vašingtona;572040;4.0;4500;halooglasi;Rezervišite svoje mesto u krugu dvojke
113;Opština Stari grad , Centar , Džordža Vašingtona;506610;4.0;4500;halooglasi;Rezervišite svoje mesto u krugu dvojke
47;Opština Stari grad , Centar , Džordža Vašingtona;232500;2.0;5000;halooglasi;Rezervišite svoje mesto u krugu dvojke
160;Opština Stari grad , Dorćol , Cara Dušana;449900;6.0;2812;halooglasi;Fantastičan salonac na sjajnoj lokaciji
71;Opština Vračar , Južni bulevar , Šumatovačka;215000;3.0;3028;halooglasi;Prodajni dan 13. maj – Šumatovačka 157v
100;Opština Novi Beograd , Blok 61 , Dr Ivana Ribara;230000;4.0;2300;halooglasi;BLOK 61, četvorosoban, 100 m2, bez posrednika
52;Opština Vračar , Južni bulevar , Južni bulevar;195000;2.0;3750;halooglasi;Vračar, LUX, kompletno opremljen
34;Opština Voždovac , Banjica , Zorice Božović;66300;1.5;2001;halooglasi;Banjica - Zorice Božović - Novogradnja
52;Opština Rakovica , Skojevsko naselje , Vodice;110000;2.5;2115;halooglasi;Skojevsko Naselje 2.5 soban
37;Opština Rakovica , Kneževac , Kneževačka;67000;1.5;1811;halooglasi;Lux, Novogradnja, 37m2, Jednoiposoban, Rakovica
51;Opština Stari grad , 25. maj , Tadeuša Košćuška;195000;2.0;3824;halooglasi;Retko u ponudi! Stan na 25. Maju
49;Opština Zvezdara , Mirijevo ,;76280;2.0;1570;halooglasi;Useljiva Novogradnja. Toplotne pumpe. Bez Provizij
107;Opština Zvezdara , Vukov Spomenik ,;299600;4.0;2800;halooglasi;Kvalitetan. Osunčan. Brzo Useljiv. Lep Pogled
55;Opština Zvezdara , Mirijevo ,;109000;2.0;1982;halooglasi;Uknjižena Novogradnja. Toplotne pumpe. Useljivo
69;Opština Palilula , Krnjača ,;91400;3.0;1325;halooglasi;Kvalitetna Novogradnja. Brzo useljivo. Bez PDV-a
58;Opština Zvezdara , Cvetkova pijaca ,;150000;3.0;2586;halooglasi;Savršen Raspored. Brzo Useljiv. Kvalitetan. Cvetko
65;Opština Vračar , Čubura ,;185000;3.0;2846;halooglasi;Savršen raspored. Brzo useljiv. Podovi po izboru
45;Opština Zvezdara , Slavujev venac ,;140000;2.0;3111;halooglasi;Premium Novogradnja. Dvostran. Jugozapad.
91;Opština Zemun , Kej ,;370000;4.0;4066;halooglasi;Prelep lux stan u novogradnji
78;Opština Novi Beograd , Fontana , Studentska;189000;2.5;2423;halooglasi;Odličan, 2.5 stan kod Fontane
123;Opština Stari grad , Centar , Trg Nikole Pašića;419000;4.0;3407;halooglasi;Centar, Trg Nikole Pašića, salonac 136m2, Vsp, 4.0
49;Opština Zemun , Meandri , Bačka;123000;2.0;2510;halooglasi;Zemun, Bačka, mereno 56m2 sa terasom ID#7342
113;Opština Zemun , Tošin bunar , Petra Kočića;299990;6.0;2655;halooglasi;Zemun, lux, duplex, mereno 113m2 ID#7381
83;Opština Stari grad , Bajlonijeva pijaca , Cetinjska;372960;2.5;4500;halooglasi;Cetinjska Residence Dorcol  - kredit
76;Opština Savski venac , Centar , Admirala Geprata;289000;3.0;3803;halooglasi;Centar, pogled na park, lux, Admirala Geprata, 76
147;Opština Stari grad , Kalemegdan , Cara Dušana;449000;5.0;3054;halooglasi;5.0, Dorćol, kod Kalemegdana, 147m2(131m2)
47;Opština Surčin , Jakovo , Seoske partizanske straže;75000;2.0;1597;halooglasi;Luksuzni stanovi u izgradnji- Surčin (Jakovo)
